id_nodo; timestamp; temperatura; humedad; CO2; volatiles
nodoPrueba1;1774553996614;24.5;68.2;293;112
nodoPrueba1;1774554002775;24.5;68.2;293;112
nodoPrueba1;1774554010379;24.5;68.2;293;112
nodoPrueba1;1774554018075;24.5;68.2;293;112
nodoPrueba1;1774554025702;24.5;68.2;293;112
nodoPrueba1;1774554031014;24.5;68.2;293;112
nodoPrueba1;1774554036861;24.5;68.2;293;112
nodoPrueba1;1774554043301;24.5;68.2;293;112
nodoPrueba1;1774554051390;24.5;68.2;293;112
nodoPrueba1;1774554056917;24.5;68.2;293;112
nodoPrueba1;1774554072081;24.5;68.2;293;112
nodoPrueba1;1774554077449;24.5;68.2;293;112
nodoPrueba1;1774554082525;24.5;68.2;293;112
nodoPrueba1;1774554097587;24.5;68.2;293;112
nodoPrueba1;1774554112725;24.5;68.2;293;112
nodoPrueba1;1774554137814;24.5;68.2;293;112
nodoPrueba1;1774554146103;24.5;68.2;293;112
nodoPrueba1;1774554151240;24.5;68.2;293;112
nodoPrueba1;1774554156703;24.5;68.2;293;112
nodoPrueba1;1774554164291;24.5;68.2;293;112
nodoPrueba1;1774554175205;24.5;68.2;293;112
nodoPrueba1;1774554180435;24.5;68.2;293;112
nodoPrueba1;1774554188432;24.5;68.2;293;112
nodoPrueba1;1774554193748;24.5;68.2;293;112
nodoPrueba1;1774554202328;24.5;68.2;293;112
nodoPrueba1;1774554207354;24.5;68.2;293;112
nodoPrueba1;1774554215465;24.5;68.2;293;112
nodoPrueba1;1774554233407;24.5;68.2;293;112
nodoPrueba1;1774554238816;24.5;68.2;293;112
nodoPrueba1;1774554245175;24.5;68.2;293;112
nodoPrueba1;1774554250299;24.5;68.2;293;112
nodoPrueba1;1774554268524;24.5;68.2;293;112
nodoPrueba1;1774554273549;24.5;68.2;293;112
nodoPrueba1;1774554282033;24.5;68.2;293;112
nodoPrueba1;1774554290225;24.5;68.2;293;112
nodoPrueba1;1774554295564;24.5;68.2;293;112
nodoPrueba1;1774554313290;24.5;68.2;293;112
nodoPrueba1;1774554321071;24.5;68.2;293;112
nodoPrueba1;1774554326275;24.5;68.2;293;112
nodoPrueba1;1774554331687;24.5;68.2;293;112
nodoPrueba1;1774554339588;24.5;68.2;293;112
nodoPrueba1;1774554344930;24.5;68.2;293;112
nodoPrueba1;1774554350335;24.5;68.2;293;112
nodoPrueba1;1774554355774;24.5;68.2;293;112
nodoPrueba1;1774554360811;24.5;68.2;293;112
nodoPrueba1;1774554366210;24.5;68.2;293;112
nodoPrueba1;1774554415161;24.5;68.2;293;112
nodoPrueba1;1774554420297;24.5;68.2;293;112
nodoPrueba1;1774554455702;24.5;68.2;293;112
nodoPrueba1;1774554461040;24.5;68.2;293;112
nodoPrueba1;1774554466161;24.5;68.2;293;112
nodoPrueba1;1774554481201;24.5;68.2;293;112
nodoPrueba1;1774554489392;24.5;68.2;293;112
nodoPrueba1;1774554494923;24.5;68.2;293;112
nodoPrueba1;1774554503512;24.5;68.2;293;112
nodoPrueba1;1774554521750;24.5;68.2;293;112
nodoPrueba1;1774554527074;24.5;68.2;293;112
nodoPrueba1;1774554535383;24.5;68.2;293;112
nodoPrueba1;1774554540411;24.5;68.2;293;112
nodoPrueba1;1774554551139;24.5;68.2;293;112
nodoPrueba1;1774554556390;24.5;68.2;293;112
nodoPrueba1;1774554571720;24.5;68.2;293;112
nodoPrueba1;1774554579911;24.5;68.2;293;112
nodoPrueba1;1774554585441;24.5;68.2;293;112
nodoPrueba1;1774554593742;24.5;68.2;293;112
nodoPrueba1;1774554599061;24.5;68.2;293;112
nodoPrueba1;1774554607148;24.5;68.2;293;112
nodoPrueba1;1774554612678;24.5;68.2;293;112
nodoPrueba1;1774554618208;24.5;68.2;293;112
nodoPrueba1;1774554623738;24.5;68.2;293;112
nodoPrueba1;1774554631735;24.5;68.2;293;112
nodoPrueba1;1774554646784;24.5;68.2;293;112
nodoPrueba1;1774554652312;24.5;68.2;293;112
nodoPrueba1;1774554660077;24.5;68.2;293;112
nodoPrueba1;1774554667629;24.5;68.2;293;112
nodoPrueba1;1774554673016;24.5;68.2;293;112
nodoPrueba1;1774554678422;24.5;68.2;293;112
nodoPrueba1;1774554684388;24.5;68.2;293;112
nodoPrueba1;1774554689412;24.5;68.2;293;112
nodoPrueba1;1774554694503;24.5;68.2;293;112
nodoPrueba1;1774554702590;24.5;68.2;293;112
nodoPrueba1;1774554708142;24.5;68.2;293;112
nodoPrueba1;1774554727058;24.5;68.2;293;112
nodoPrueba1;1774554735457;24.5;68.2;293;112
nodoPrueba1;1774554740779;24.5;68.2;293;112
nodoPrueba1;1774554746922;24.5;68.2;293;112
nodoPrueba1;1774554752046;24.5;68.2;293;112
nodoPrueba1;1774554769967;24.5;68.2;293;112
nodoPrueba1;1774554778249;24.5;68.2;293;112
nodoPrueba1;1774554794093;24.5;68.2;293;112
nodoPrueba1;1774554799577;24.5;68.2;293;112
nodoPrueba1;1774554814907;24.5;68.2;293;112
nodoPrueba1;1774554820058;24.5;68.2;293;112
nodoPrueba1;1774554825094;24.5;68.2;293;112
nodoPrueba1;1774554830173;24.5;68.2;293;112
nodoPrueba1;1774554835197;24.5;68.2;293;112
nodoPrueba1;1774554843783;24.5;68.2;293;112
nodoPrueba1;1774554848947;24.5;68.2;293;112
nodoPrueba1;1774554856897;24.5;68.2;293;112
nodoPrueba1;1774554862115;24.5;68.2;293;112
nodoPrueba1;1774554867292;24.5;68.2;293;112
nodoPrueba1;1774554875729;24.5;68.2;293;112
nodoPrueba1;1774554891413;24.5;68.2;293;112
nodoPrueba1;1774554896825;24.5;68.2;293;112
nodoPrueba1;1774554904619;24.5;68.2;293;112
nodoPrueba1;1774554909967;24.5;68.2;293;112
nodoPrueba1;1774554927960;24.5;68.2;293;112
nodoPrueba1;1774554943053;24.5;68.2;293;112
nodoPrueba1;1774554948333;24.5;68.2;293;112
nodoPrueba1;1774554954400;24.5;68.2;293;112
nodoPrueba1;1774554962364;24.5;68.2;293;112
nodoPrueba1;1774554977428;24.5;68.2;293;112
nodoPrueba1;1774554982887;24.5;68.2;293;112
nodoPrueba1;1774554990740;24.5;68.2;293;112
nodoPrueba1;1774554996056;24.5;68.2;293;112
nodoPrueba1;1774555003953;24.5;68.2;293;112
nodoPrueba1;1774555009296;24.5;68.2;293;112
nodoPrueba1;1774555024642;24.5;68.2;293;112
nodoPrueba1;1774555025969;24.5;68.2;293;112
nodoPrueba1;1774555033499;24.5;68.2;293;112
nodoPrueba1;1774555038969;24.5;68.2;293;112
nodoPrueba1;1774555044181;24.5;68.2;293;112
nodoPrueba1;1774555049235;24.5;68.2;293;112
